chapter	verse	witness	kind	category	from	to	left_ctx	right_ctx	witness_text	edition_text
SS.1.16	SS.1.16.25	H	editorial-surface	avagraha		'		ve	vedano yas tu ta	'vedano yas tu taṃ
SS.1.16	SS.1.16.25	H	editorial-surface	nasal-anusvara		ṃ	ta		vedano yas tu ta	'vedano yas tu taṃ
SS.1.16	SS.1.16.28	N	editorial-surface	ba-va	v	b	hu	ad	sādhuvaddha	sādhubaddham
SS.1.16	SS.1.16.28	N	editorial-surface	nasal-anusvara		m	ha		sādhuvaddha	sādhubaddham
SS.1.16	SS.1.16.28	H	editorial-surface	ba-va	v	b	hu	ad	sādhuvaddham	sādhubaddham
SS.1.16	SS.1.16.29	N	editorial-surface	nasal-anusvara		ṃ	ta		susīvita	susīvitaṃ
SS.1.16	SS.1.16.29	H	editorial-surface	sibilant	ś	s	su	īv	suśīvitaṃ	susīvitaṃ
SS.1.16	SS.1.16.29	N	grouped-minor	gemination		ṇ	rṇ	ay	tv avacūrṇayīta	tv avacūrṇṇayīta
SS.1.16	SS.1.16.29	H	editorial-surface	deletion	r		tt	āṅ	pattrāṅgayaṣṭīmadhukāñjanaiś	pattāṅgayaṣṭīmadhukāñjanaiś
SS.1.16	SS.1.16.30	H	grouped-minor	punctuation	 		va	ya	sva yathopadeśaṃ	svayathopadeśam
SS.1.16	SS.1.16.30	H	grouped-minor	nasal-anusvara	ṃ	m	śa		sva yathopadeśaṃ	svayathopadeśam
SS.1.16	SS.1.16.31	N	grouped-minor	nasal-anusvara	m	ṃ	ta	 v	upāgatam vai	upāgataṃ vai
SS.1.16	SS.1.16.31	N	grouped-minor	punctuation		 	et	| 	nikṛntet| hīnaṃ	nikṛntet | hīnam
SS.1.16	SS.1.16.31	N	grouped-minor	nasal-anusvara	ṃ	m	na		nikṛntet| hīnaṃ	nikṛntet | hīnam
SS.1.16	SS.1.16.31	H	grouped-minor	degemination	n			ni	nnikṛntet | hīnam	nikṛntet | hīnam
SS.1.16	SS.1.16.31	N	grouped-minor	nasal-anusvara	n	ṃ	mā	sa	kuryād ativṛddhamānsam	kuryād ativṛddhamāṃsam
SS.2.1	SS.2.1.10	N	grouped-minor	punctuation	 		ni	sā	doṣadhātvagni sāmyatāṃ	doṣadhātvagnisāmyatāṃ
SS.2.1	SS.2.1.10	H	grouped-minor	degemination	d			do	ddoṣadhātvagni sāmyatāṃ	doṣadhātvagnisāmyatāṃ
SS.2.1	SS.2.1.10	H	grouped-minor	punctuation	 		ni	sā	ddoṣadhātvagni sāmyatāṃ	doṣadhātvagnisāmyatāṃ
SS.2.1	SS.2.1.11	N	grouped-minor	gemination		m	rm	ab	nāmasthānātmakarmabhiḥ	nāmasthānātmakarmmabhiḥ
SS.2.1	SS.2.1.12	N	editorial-surface	avagraha		'		pā	pānas	'pānas
SS.2.1	SS.2.1.12	H	editorial-surface	avagraha		'		pā	pānas	'pānas
SS.2.1	SS.2.1.13	H	grouped-minor	avagraha		'		nn	nnam	'nnam
SS.2.1	SS.2.1.14	N	editorial-surface	avagraha		'		hy	hy	'hy
SS.2.1	SS.2.1.17	N	grouped-minor	punctuation	 		ni	sa	gulmāgni saṃgātīsārān prāyaśaś ca	gulmāgnisaṃgātīsārān prāyaśaś ca
SS.2.1	SS.2.1.17	H	grouped-minor	punctuation	 		ni	sa	gulmāgni saṅgātīsārān prāyaśaś ca	gulmāgnisaṃgātīsārān prāyaśaś ca
SS.2.1	SS.2.1.17	H	grouped-minor	nasal-anusvara	ṅ	ṃ	sa	gā	gulmāgni saṅgātīsārān prāyaśaś ca	gulmāgnisaṃgātīsārān prāyaśaś ca
SS.2.1	SS.2.1.20	N	editorial-surface	nasal-anusvara	ṃ	n	gā	 g	rogāṃ ghorāṃ vastigudāśrayān | śukradoṣā	rogān ghorān bastigudāśrayān || śukradoṣāḥ
SS.2.1	SS.2.1.20	N	editorial-surface	nasal-anusvara	ṃ	n	rā	 v	rogāṃ ghorāṃ vastigudāśrayān | śukradoṣā	rogān ghorān bastigudāśrayān || śukradoṣāḥ
SS.2.1	SS.2.1.20	N	editorial-surface	ba-va	v	b	ṃ 	as	rogāṃ ghorāṃ vastigudāśrayān | śukradoṣā	rogān ghorān bastigudāśrayān || śukradoṣāḥ
SS.2.1	SS.2.1.20	N	editorial-surface	punctuation		|	 |	 ś	rogāṃ ghorāṃ vastigudāśrayān | śukradoṣā	rogān ghorān bastigudāśrayān || śukradoṣāḥ
SS.2.1	SS.2.1.20	N	editorial-surface	insertion		ḥ	ṣā		rogāṃ ghorāṃ vastigudāśrayān | śukradoṣā	rogān ghorān bastigudāśrayān || śukradoṣāḥ
SS.2.1	SS.2.1.20	H	editorial-surface	ba-va	v	b	n 	as	rogān ghorān vasti gudāśrayān || śukradoṣāḥ	rogān ghorān bastigudāśrayān || śukradoṣāḥ
SS.2.1	SS.2.1.20	H	editorial-surface	punctuation	 		ti	gu	rogān ghorān vasti gudāśrayān || śukradoṣāḥ	rogān ghorān bastigudāśrayān || śukradoṣāḥ
SS.2.1	SS.2.1.21ab.1	N	editorial-surface	punctuation		|| 		0 	0 ||	|| 0 ||
SS.2.1	SS.2.1.21ab.1	H	editorial-surface	punctuation		|| 		0 	0 ||	|| 0 ||
SS.2.1	SS.2.1.21cd	H	grouped-minor	degemination	v		ar	vā	sarvvān pravakṣyāmi	sarvān pravakṣyāmi
SS.2.1	SS.2.1.21cd	H	grouped-minor	punctuation	 		nā	st	nānā sthānāntarāśritān	nānāsthānāntarāśritān
SS.2.1	SS.2.1.26bcd	N	editorial-surface	nasal-anusvara	ṃ		sa	ru	saṃrujām māṃsasaṃsritaḥ |	sarujān māṃsasaṃśritaḥ
SS.2.1	SS.2.1.26bcd	N	editorial-surface	nasal-anusvara	m	n	jā	 m	saṃrujām māṃsasaṃsritaḥ |	sarujān māṃsasaṃśritaḥ
SS.2.1	SS.2.1.26bcd	N	editorial-surface	sibilant	s	ś	aṃ	ri	saṃrujām māṃsasaṃsritaḥ |	sarujān māṃsasaṃśritaḥ
SS.2.1	SS.2.1.26bcd	N	editorial-surface	punctuation	 |		aḥ		saṃrujām māṃsasaṃsritaḥ |	sarujān māṃsasaṃśritaḥ
SS.2.1	SS.2.1.26bcd	H	editorial-surface	punctuation	 |		aḥ		sarujān māṃsasaṃśritaḥ |	sarujān māṃsasaṃśritaḥ
SS.2.1	SS.2.1.29	N	grouped-minor	nasal-anusvara	ṃ	m	ti		apravṛttiṃ	apravṛttim
SS.2.1	SS.2.1.31	H	grouped-minor	punctuation	 		ṇa	sv	stambhanākṣepaṇa svāpa śopha śūlām̐ś ca	stambhanākṣepaṇasvāpaśophaśūlāṃś ca
SS.2.1	SS.2.1.31	H	grouped-minor	punctuation	 		pa	śo	stambhanākṣepaṇa svāpa śopha śūlām̐ś ca	stambhanākṣepaṇasvāpaśophaśūlāṃś ca
SS.2.1	SS.2.1.31	H	grouped-minor	punctuation	 		ha	śū	stambhanākṣepaṇa svāpa śopha śūlām̐ś ca	stambhanākṣepaṇasvāpaśophaśūlāṃś ca
SS.2.1	SS.2.1.31	H	grouped-minor	other	m̐	ṃ	lā	ś 	stambhanākṣepaṇa svāpa śopha śūlām̐ś ca	stambhanākṣepaṇasvāpaśophaśūlāṃś ca
SS.2.1	SS.2.1.31	H	grouped-minor	degemination	v		ar	va	sarvvaśaḥ	sarvaśaḥ
SS.2.1	SS.2.1.31	H	grouped-minor	nasal-anusvara	n	m	sa	mi	sanmiśrāḥ	sammiśrāḥ
SS.2.1	SS.2.1.32ab	N	editorial-surface	nasal-anusvara	ṃ	n	dā	 v	gadāṃ vahūn|	gadān bahūn
SS.2.1	SS.2.1.32ab	N	editorial-surface	ba-va	v	b	ṃ 	ah	gadāṃ vahūn|	gadān bahūn
SS.2.1	SS.2.1.32ab	N	editorial-surface	punctuation	|		ūn		gadāṃ vahūn|	gadān bahūn
SS.2.1	SS.2.1.32ab	H	editorial-surface	ba-va	v	b	n 	ah	gadān vahūn |	gadān bahūn
SS.2.1	SS.2.1.32ab	H	editorial-surface	punctuation	 |		ūn		gadān vahūn |	gadān bahūn
SS.2.1	SS.2.1.34cd	N	grouped-minor	gemination		d		dā	dāhaś	ddāhaś
SS.2.1	SS.2.1.36	N	editorial-surface	punctuation	 		da	dā	sveda dāhoṣṇa mūrcchā syuḥ	svedadāhoṣṇamūrcchāḥ syuḥ
SS.2.1	SS.2.1.36	N	editorial-surface	punctuation	 		ṇa	mū	sveda dāhoṣṇa mūrcchā syuḥ	svedadāhoṣṇamūrcchāḥ syuḥ
SS.2.1	SS.2.1.36	N	editorial-surface	insertion		ḥ	hā	 s	sveda dāhoṣṇa mūrcchā syuḥ	svedadāhoṣṇamūrcchāḥ syuḥ
SS.2.1	SS.2.1.36	H	editorial-surface	punctuation	 		da	dā	sveda dāhoṣṇya mūrcchāḥ syuḥ	svedadāhoṣṇamūrcchāḥ syuḥ
SS.2.1	SS.2.1.36	H	editorial-surface	deletion	y		ṣṇ	a 	sveda dāhoṣṇya mūrcchāḥ syuḥ	svedadāhoṣṇamūrcchāḥ syuḥ
SS.2.1	SS.2.1.36	H	editorial-surface	punctuation	 		ya	mū	sveda dāhoṣṇya mūrcchāḥ syuḥ	svedadāhoṣṇamūrcchāḥ syuḥ
SS.2.1	SS.2.1.38	N	grouped-minor	punctuation		 	tā	ca	śītatāca	śītatā ca
SS.2.1	SS.2.1.40	N	grouped-minor	punctuation	 		va	ma	doṣādhva madyapramadā vyāyāmaiś ca	doṣādhvamadyapramadāvyāyāmaiś ca
SS.2.1	SS.2.1.40	N	grouped-minor	punctuation	 		dā	vy	doṣādhva madyapramadā vyāyāmaiś ca	doṣādhvamadyapramadāvyāyāmaiś ca
SS.2.1	SS.2.1.40	H	grouped-minor	punctuation	 		va	ma	doṣādhva madyapramadā vyāyāmaiś ca	doṣādhvamadyapramadāvyāyāmaiś ca
SS.2.1	SS.2.1.40	H	grouped-minor	punctuation	 		dā	vy	doṣādhva madyapramadā vyāyāmaiś ca	doṣādhvamadyapramadāvyāyāmaiś ca
SS.2.1	SS.2.1.41	N	grouped-minor	punctuation	 		śa	vi	ṛtudeśa viparyāsād asātmyānāñ ca	ṛtudeśaviparyāsād asātmyānāñ ca
SS.2.1	SS.2.1.41	H	grouped-minor	punctuation	 		śa	vi	ṛtudeśa viparyāsād asātmyānāñ ca	ṛtudeśaviparyāsād asātmyānāñ ca
SS.2.1	SS.2.1.41	N	grouped-minor	punctuation	 |		āt	| 	bhojanāt || sthūlasyāvyāyāmavato	bhojanāt| sthūlasyāvyāyāmavato
SS.2.1	SS.2.1.41	H	grouped-minor	punctuation	 		āt	| 	bhojanāt | sthūlasyāvyāyāmavato	bhojanāt| sthūlasyāvyāyāmavato
SS.2.1	SS.2.1.42	H	grouped-minor	punctuation	 		la	kṣ	tīkṣṇoṣṇāmla kṣāra śākādi bhojyaiḥ	tīkṣṇoṣṇāmlakṣāraśākādibhojyaiḥ
SS.2.1	SS.2.1.42	H	grouped-minor	punctuation	 		ra	śā	tīkṣṇoṣṇāmla kṣāra śākādi bhojyaiḥ	tīkṣṇoṣṇāmlakṣāraśākādibhojyaiḥ
SS.2.1	SS.2.1.42	H	grouped-minor	punctuation	 		di	bh	tīkṣṇoṣṇāmla kṣāra śākādi bhojyaiḥ	tīkṣṇoṣṇāmlakṣāraśākādibhojyaiḥ
SS.2.1	SS.2.1.43abc	N	grouped-minor	gemination		d	ad	hy	saṃruṇadhy	saṃruṇaddhy
SS.2.1	SS.2.1.46	N	grouped-minor	nasal-anusvara	ṃ	m	ga		liṅgaṃ	liṅgam
SS.2.1	SS.2.1.46	H	grouped-minor	nasal-anusvara	ṃ	ṅ	li	ga	liṃgam	liṅgam
SS.2.1	SS.2.1.50ab	H	grouped-minor	nasal-anusvara	ṃ	m	ta		samvatsarotthitaṃ	samvatsarotthitam
SS.2.1	SS.2.1.51	H	grouped-minor	degemination	m			mu	mmuhur	muhur
SS.2.1	SS.2.1.52	N	grouped-minor	avagraha		'		pa	patāmyate	'patāmyate
SS.2.1	SS.2.1.52	N	grouped-minor	avagraha		'		pa	patānakaḥ	'patānakaḥ
SS.2.1	SS.2.1.54	H	grouped-minor	nasal-anusvara	ṃ	ṅ	a	gu	aṃgulīgulpha jaṭhara hṛdvakṣogala saṃśritaḥ	aṅgulīgulphajaṭharahṛdvakṣogalasaṃśritaḥ
SS.2.1	SS.2.1.54	H	grouped-minor	punctuation	 		ha	ja	aṃgulīgulpha jaṭhara hṛdvakṣogala saṃśritaḥ	aṅgulīgulphajaṭharahṛdvakṣogalasaṃśritaḥ
SS.2.1	SS.2.1.54	H	grouped-minor	punctuation	 		ra	hṛ	aṃgulīgulpha jaṭhara hṛdvakṣogala saṃśritaḥ	aṅgulīgulphajaṭharahṛdvakṣogalasaṃśritaḥ
SS.2.1	SS.2.1.54	H	grouped-minor	punctuation	 		la	sa	aṃgulīgulpha jaṭhara hṛdvakṣogala saṃśritaḥ	aṅgulīgulphajaṭharahṛdvakṣogalasaṃśritaḥ
SS.2.1	SS.2.1.55	N	editorial-surface	ba-va	v	b	ta	dh	vegavān | viṣṭabdhākṣastavdhahanur	vegavān | viṣṭabdhākṣastabdhahanur
SS.2.1	SS.2.1.55	H	editorial-surface	ba-va	v	b	ṭa	dh	vegavān | viṣṭavdhākṣastavdhahanur	vegavān | viṣṭabdhākṣastabdhahanur
SS.2.1	SS.2.1.55	H	editorial-surface	ba-va	v	b	ta	dh	vegavān | viṣṭavdhākṣastavdhahanur	vegavān | viṣṭabdhākṣastabdhahanur
SS.2.1	SS.2.1.57	H	grouped-minor	nasal-anusvara	ṃ	m	na		vvakṣaḥkaṭyūrubhañjanaṃ	vvakṣaḥkaṭyūrubhañjanam
SS.2.1	SS.2.1.60	N	editorial-surface	ba-va	v	b		al	valī |	balī
SS.2.1	SS.2.1.60	N	editorial-surface	punctuation	 |		lī		valī |	balī
SS.2.1	SS.2.1.60	H	editorial-surface	ba-va	v	b		al	valī |	balī
SS.2.1	SS.2.1.60	H	editorial-surface	punctuation	 |		lī		valī |	balī
SS.2.1	SS.2.1.68cdef	N	grouped-minor	other	t	c	rā	 ś	bhārāt śayanād viṣamād api	bhārāc chayanād viṣamād api
SS.2.1	SS.2.1.68cdef	N	grouped-minor	other	ś	ch	t 	ay	bhārāt śayanād viṣamād api	bhārāc chayanād viṣamād api
SS.2.1	SS.2.1.77	N	grouped-minor	visarga	s	ḥ	ta		kaṭyāśritas	kaṭyāśritaḥ
SS.2.1	SS.2.1.78	N	grouped-minor	nasal-anusvara	n	ñ	ha	ja	kalāyakhanjaṃ tam	kalāyakhañjan tam
SS.2.1	SS.2.1.78	N	grouped-minor	nasal-anusvara	ṃ	n	ja	 t	kalāyakhanjaṃ tam	kalāyakhañjan tam
SS.2.1	SS.2.1.78	N	grouped-minor	nasal-anusvara	ṃ	m	na		vidyān muktasandhiprabandhanaṃ	vidyān muktasandhiprabandhanam
SS.2.1	SS.2.1.80	N	grouped-minor	nasal-anusvara	ṃ	ṅ	ca	kr	caṃkramataḥ	caṅkramataḥ
SS.2.1	SS.2.1.82	N	editorial-surface	nasal-anusvara	n	ṃ	a	sa	ansavandhanaṃ ||	aṃsabandhanaṃ
SS.2.1	SS.2.1.82	N	editorial-surface	ba-va	v	b	sa	an	ansavandhanaṃ ||	aṃsabandhanaṃ
SS.2.1	SS.2.1.82	N	editorial-surface	punctuation	 ||		aṃ		ansavandhanaṃ ||	aṃsabandhanaṃ
SS.2.1	SS.2.1.82	H	editorial-surface	other	g	s	aṃ	av	aṃgavandhanaṃ |	aṃsabandhanaṃ
SS.2.1	SS.2.1.82	H	editorial-surface	ba-va	v	b	ga	an	aṃgavandhanaṃ |	aṃsabandhanaṃ
SS.2.1	SS.2.1.82	H	editorial-surface	punctuation	 |		aṃ		aṃgavandhanaṃ |	aṃsabandhanaṃ
SS.2.1	SS.2.1.85	N	grouped-minor	nasal-anusvara	ṃ	ṅ	rā		narāṃ	narāṅ
SS.2.1	SS.2.1.85	N	grouped-minor	punctuation	 		ka	mi	mūka minmira ga2dgadāṃ	mūkaminmiragadgadām
SS.2.1	SS.2.1.85	N	grouped-minor	punctuation	 		ra	ga	mūka minmira ga2dgadāṃ	mūkaminmiragadgadām
SS.2.1	SS.2.1.85	N	grouped-minor	punctuation	2		ga	dg	mūka minmira ga2dgadāṃ	mūkaminmiragadgadām
SS.2.1	SS.2.1.85	N	grouped-minor	nasal-anusvara	ṃ	m	dā		mūka minmira ga2dgadāṃ	mūkaminmiragadgadām
SS.2.1	SS.2.1.84	N	editorial-surface	punctuation	 		ro	gr	śiro grīva hatunuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	N	editorial-surface	punctuation	 		va	ha	śiro grīva hatunuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	N	editorial-surface	other	tu		ha	nu	śiro grīva hatunuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	N	editorial-surface	vowel-length	u	ū	un	ḥ	śiro grīva hatunuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	N	editorial-surface	punctuation	 		ro	gr	śiro grīva hanuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	N	editorial-surface	punctuation	 		va	ha	śiro grīva hanuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	N	editorial-surface	vowel-length	u	ū	an	ḥ	śiro grīva hanuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	H	editorial-surface	punctuation	 		ro	gr	śiro grīva hanuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	H	editorial-surface	punctuation	 		va	ha	śiro grīva hanuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	H	editorial-surface	vowel-length	u	ū	an	ḥ	śiro grīva hanuḥ	śirogrīvahanūḥ
SS.2.1	SS.2.1.84	H	grouped-minor	punctuation	 |		aḥ		bhindann ivānilaḥ |	bhindann ivānilaḥ
SS.2.1	SS.2.1.86	N	grouped-minor	gemination		c	ar	co	varcomūtrāśayotthitā	varccomūtrāśayotthitā
SS.2.1	SS.2.1.86	N	grouped-minor	punctuation	 		nī	nā	tūnī nāma	tūnīnāma
SS.2.1	SS.2.1.87	N	grouped-minor	nasal-anusvara	ṃ	m	ma		pratilomaṃ	pratilomam
SS.2.1	SS.2.1.87	N	grouped-minor	deletion	ḥ		tā		pradhāvitāḥ	pradhāvitā
SS.2.1	SS.2.1.88	N	grouped-minor	nasal-anusvara	ṃ	m	ra		vijānīyād ghoraṃ	vijānīyād ghoram
SS.2.1	SS.2.1.90	N	grouped-minor	gemination		m	rm	ār	vijānīyād bahirmārgāvarodhinīṃ	vijānīyād bahirmmārggāvarodhinīm
SS.2.1	SS.2.1.90	N	grouped-minor	gemination		g	ār	gā	vijānīyād bahirmārgāvarodhinīṃ	vijānīyād bahirmmārggāvarodhinīm
SS.2.1	SS.2.1.90	N	grouped-minor	nasal-anusvara	ṃ	m	nī		vijānīyād bahirmārgāvarodhinīṃ	vijānīyād bahirmmārggāvarodhinīm
SS.2.1	SS.2.1.91	H	grouped-minor	punctuation	 		ta	vi	vāta viṇ mūtrarodhinīṃ	vātaviṇmūtrarodhinīṃ
SS.2.1	SS.2.1.91	H	grouped-minor	punctuation	 		iṇ	mū	vāta viṇ mūtrarodhinīṃ	vātaviṇmūtrarodhinīṃ
SS.3.1	SS.3.1.1	K	grouped-minor	gemination		v	ar	va	sarvabhūtacintāṃ	sarvvabhūtacintāṃ
SS.3.1	SS.3.1.1	N	grouped-minor	gemination		v	ar	va	sarvabhūtacintāṃ	sarvvabhūtacintāṃ
SS.3.1	SS.3.1.3	N	grouped-minor	gemination		t	sa	tv	satvarajastamo lakṣaṇam	sattvarajastamolakṣaṇam
SS.3.1	SS.3.1.3	N	grouped-minor	punctuation	 		mo	la	satvarajastamo lakṣaṇam	sattvarajastamolakṣaṇam
SS.3.1	SS.3.1.3	H	grouped-minor	gemination		t	sa	tv	satvarajastamo lakṣaṇam	sattvarajastamolakṣaṇam
SS.3.1	SS.3.1.3	H	grouped-minor	punctuation	 		mo	la	satvarajastamo lakṣaṇam	sattvarajastamolakṣaṇam
SS.3.1	SS.3.1.3	N	editorial-surface	other	ā	o	iv	da	ivādakaujasām	ivodakaukasāṃ
SS.3.1	SS.3.1.3	N	editorial-surface	other	j	k	au	as	ivādakaujasām	ivodakaukasāṃ
SS.3.1	SS.3.1.3	N	editorial-surface	nasal-anusvara	m	ṃ	sā		ivādakaujasām	ivodakaukasāṃ
SS.3.1	SS.3.1.3	H	editorial-surface	other	j	k	au	as	ivodakaujasām	ivodakaukasāṃ
SS.3.1	SS.3.1.3	H	editorial-surface	nasal-anusvara	m	ṃ	sā		ivodakaujasām	ivodakaukasāṃ
SS.3.1	SS.3.1.3	H	grouped-minor	nasal-anusvara	ṃ	m	nā		bhāvānāṃ	bhāvānām
SS.3.1	SS.3.1.4	N	grouped-minor	gemination		j		ji	jihvā	jjihvā
SS.3.1	SS.3.1.4	H	grouped-minor	punctuation	 		ha	pā	vāgghastopastha pāyu pāda manānsīti	vāgghastopasthapāyupādamanānsīti
SS.3.1	SS.3.1.4	H	grouped-minor	punctuation	 		yu	pā	vāgghastopastha pāyu pāda manānsīti	vāgghastopasthapāyupādamanānsīti
SS.3.1	SS.3.1.4	H	grouped-minor	punctuation	 		da	ma	vāgghastopastha pāyu pāda manānsīti	vāgghastopasthapāyupādamanānsīti
SS.3.1	SS.3.1.4	N	grouped-minor	gemination		v	rv	iṅ	caturviṅśati	caturvviṃśati
SS.3.1	SS.3.1.4	N	grouped-minor	nasal-anusvara	ṅ	ṃ	vi	śa	caturviṅśati	caturvviṃśati
SS.3.1	SS.3.1.4	N	grouped-minor	gemination		t	ta	tv	tatvāni	tattvāni
SS.3.1	SS.3.1.4	H	grouped-minor	gemination		t	ta	tv	tatvāni	tattvāni
SS.3.1	SS.3.1.7	H	grouped-minor	ba-va	v	b		ud	vuddher	buddher
SS.3.1	SS.3.1.7	H	grouped-minor	ba-va	vv	b		ra	vvrahmā	brahmā
SS.3.1	SS.3.1.9	N	grouped-minor	gemination		m	rm	iṇ	amadhyasthadharmiṇī	amadhyasthadharmmiṇī
SS.3.1	SS.3.1.9	H	grouped-minor	ba-va	v	b	a	īj	avījadharmmiṇo	abījadharmmiṇo
SS.3.1	SS.3.1.9	H	grouped-minor	avagraha		'		pr	prasavadharmmiṇo	'prasavadharmmiṇo
SS.3.1	SS.3.1.9	N	grouped-minor	gemination		m	rm	iṇ	madhyasthadharmiṇaś	madhyasthadharmmiṇaś
SS.3.1	SS.3.1.12	N	grouped-minor	gemination		d	ir	di	nirdiśet	nirddiśet
SS.3.1	SS.3.1.13	N	grouped-minor	avagraha		'		pi	pi	'pi
SS.3.1	SS.3.1.13	H	grouped-minor	avagraha		'		pi	pi	'pi
SS.3.1	SS.3.1.15	N	grouped-minor	nasal-anusvara	n	ṃ	ha	 t	indriyārthan tu	indriyārthaṃ tu
SS.3.1	SS.3.1.16	N	editorial-surface	deletion	a			ni	anityeṣu ca	nityeṣu ca
SS.3.1	SS.3.1.16	H	editorial-surface	deletion	a			ni	anityeṣu ca	nityeṣu ca
SS.3.1	SS.3.1.16	N	grouped-minor	gemination		m	ar	mā	dharmādharmanimittan ta	dharmmādharmmanimittaṃ | ta
SS.3.1	SS.3.1.16	N	grouped-minor	gemination		m	ar	ma	dharmādharmanimittan ta	dharmmādharmmanimittaṃ | ta
SS.3.1	SS.3.1.16	N	grouped-minor	other	n	ṃ |	ta	 t	dharmādharmanimittan ta	dharmmādharmmanimittaṃ | ta
SS.3.1	SS.3.1.16	N	grouped-minor	punctuation	 		ta	nā	ceta nāvantaḥ	cetanāvantaḥ
SS.3.1	SS.3.1.16	N	grouped-minor	punctuation	|		 |	 s	iti || sa	iti | sa
SS.3.1	SS.3.1.18	N	grouped-minor	punctuation	 		ha	ba	duḥkha bahulatā pradānaṃ	duḥkhabahulatāpradānaṃ
SS.3.1	SS.3.1.18	N	grouped-minor	punctuation	 		tā	pr	duḥkha bahulatā pradānaṃ	duḥkhabahulatāpradānaṃ
SS.3.1	SS.3.1.18	H	grouped-minor	ba-va	 v	b	ha	ah	duḥkha vahulatā pradānaṃ	duḥkhabahulatāpradānaṃ
SS.3.1	SS.3.1.18	H	grouped-minor	punctuation	 		tā	pr	duḥkha vahulatā pradānaṃ	duḥkhabahulatāpradānaṃ
SS.3.1	SS.3.1.18	N	grouped-minor	nasal-anusvara	ṃ	m	va		ānṛtikatvaṃ	ānṛtikatvam
SS.3.1	SS.3.1.18	H	grouped-minor	ba-va	v	b		ud	vuddhinirodho	buddhinirodho
SS.3.1	SS.3.1.19	N	editorial-surface	vowel-length	a	ā		nt	antarikṣās tu	āntarikṣās tu
SS.3.1	SS.3.1.19	H	editorial-surface	vowel-length	a	ā		nt	antarikṣās tu	āntarikṣās tu
SS.3.1	SS.3.1.20	H	grouped-minor	gemination		t	sa	tv	satvarajovahulo	sattvarajobahulo
SS.3.1	SS.3.1.20	H	grouped-minor	ba-va	v	b	jo	ah	satvarajovahulo	sattvarajobahulo
SS.3.1	SS.3.1.21	H	grouped-minor	degemination	d		ir	di	nirddiśet	nirdiśet
SS.3.2	SS.3.2.5	H	editorial-surface	ba-va	v	b	a	īj	avījan na bhavati	abījan bhavati
SS.3.2	SS.3.2.5	H	editorial-surface	other	 na		an	 b	avījan na bhavati	abījan bhavati
SS.3.2	SS.3.2.5	N	grouped-minor	punctuation	 		hi	pū	kuṇapagranthi pūtipūya prakāśan	kuṇapagranthipūtipūyaprakāśan
SS.3.2	SS.3.2.5	N	grouped-minor	punctuation	 		ya	pr	kuṇapagranthi pūtipūya prakāśan	kuṇapagranthipūtipūyaprakāśan
SS.3.2	SS.3.2.5	H	grouped-minor	punctuation	 		hi	pū	kuṇapagranthi pūtipūya prakāśan	kuṇapagranthipūtipūyaprakāśan
SS.3.2	SS.3.2.5	H	grouped-minor	punctuation	 		ya	pr	kuṇapagranthi pūtipūya prakāśan	kuṇapagranthipūtipūyaprakāśan
SS.3.2	SS.3.2.6	H	grouped-minor	ba-va	v	b	ra	as	tathaivottaravastibhiḥ	tathaivottarabastibhiḥ
SS.3.2	SS.3.2.6.1	H	grouped-minor	ba-va	v	b	ra	as	tad uttaravastiṣu	tad uttarabastiṣu
SS.3.2	SS.3.2.6.3	H	grouped-minor	nasal-anusvara	ṃ	ṅ	ḍa	ga	pippalīviḍaṃgamadhuvipakvan	pippalīviḍaṅgamadhuvipakvan
SS.3.2	SS.3.2.6.3	H	editorial-surface	vowel-length	ā	a	āṣ	ṇa	pāṣāṇabheda kāśmaryāmalaka pippalī vasuka vasira siddhaṃ	pāṣaṇabhedakāśmaryāmalakapippalīvasukavasirasiddhaṃ
SS.3.2	SS.3.2.6.3	H	editorial-surface	punctuation	 		da	kā	pāṣāṇabheda kāśmaryāmalaka pippalī vasuka vasira siddhaṃ	pāṣaṇabhedakāśmaryāmalakapippalīvasukavasirasiddhaṃ
SS.3.2	SS.3.2.6.3	H	editorial-surface	punctuation	 		ka	pi	pāṣāṇabheda kāśmaryāmalaka pippalī vasuka vasira siddhaṃ	pāṣaṇabhedakāśmaryāmalakapippalīvasukavasirasiddhaṃ
SS.3.2	SS.3.2.6.3	H	editorial-surface	punctuation	 		lī	va	pāṣāṇabheda kāśmaryāmalaka pippalī vasuka vasira siddhaṃ	pāṣaṇabhedakāśmaryāmalakapippalīvasukavasirasiddhaṃ
SS.3.2	SS.3.2.6.3	H	editorial-surface	punctuation	 		ka	va	pāṣāṇabheda kāśmaryāmalaka pippalī vasuka vasira siddhaṃ	pāṣaṇabhedakāśmaryāmalakapippalīvasukavasirasiddhaṃ
