chapter	verse	witness	kind	category	from	to	left_ctx	right_ctx	witness_text	edition_text
SS.1.13	SS.1.13.19	N	grouped-minor	nasal-anusvara	ṃ	ñ	sa	cā	salilasarakamadhyasaṃcāriṇī	salilasarakamadhyasañcāriṇī
SS.1.13	SS.1.13.19	N	editorial-surface	nasal-anusvara		ṅ	ga		roga	rogaṅ
SS.1.13	SS.1.13.19	H	editorial-surface	punctuation	| 			ro	| rogaṅ	rogaṅ
SS.1.13	SS.1.13.19	N	grouped-minor	nasal-anusvara	ṃ	ṅ	yā		gṛhṇīyāt anyāṃ	gṛhṇīyāt anyāṅ
SS.1.13	SS.1.13.19	H	grouped-minor	punctuation	| 		t 	an	gṛhṇīyāt | anyāṅ	gṛhṇīyāt anyāṅ
SS.1.13	SS.1.13.20	N	editorial-surface	other	a	āṅ	nn		ārdraplotāvacchanna	ārdraplotāvacchannāṅ
SS.1.13	SS.1.13.20	H	editorial-surface	degemination	d		ār	dr	ārddraplotāvacchannaṅ	ārdraplotāvacchannāṅ
SS.1.13	SS.1.13.20	H	editorial-surface	vowel-length	a	ā	nn	ṅ	ārddraplotāvacchannaṅ	ārdraplotāvacchannāṅ
SS.1.13	SS.1.13.21	H	grouped-minor	punctuation		| 	i 	tā	ādadātīti tām	ādadātīti | tām
SS.1.13	SS.1.13.21	N	grouped-minor	punctuation		| 	t 	mu	muñcet mukham	muñcet | mukham
SS.1.13	SS.1.13.22	H	grouped-minor	punctuation	 		li	ta	śāli taṇḍula kāṇḍana praliptān	śālitaṇḍulakāṇḍanapraliptān
SS.1.13	SS.1.13.22	H	grouped-minor	punctuation	 		la	kā	śāli taṇḍula kāṇḍana praliptān	śālitaṇḍulakāṇḍanapraliptān
SS.1.13	SS.1.13.22	H	grouped-minor	punctuation	 		na	pr	śāli taṇḍula kāṇḍana praliptān	śālitaṇḍulakāṇḍanapraliptān
SS.1.13	SS.1.13.22	N	grouped-minor	nasal-anusvara	ṃ	n	hā		vāmahastagṛhītapucchāṃ	vāmahastagṛhītapucchān
SS.1.13	SS.1.13.22	N	grouped-minor	nasal-anusvara	ṃ	ṅ	tā	gu	dakṣiṇahastāṃguṣṭhāṃgulībhyāṃ	dakṣiṇahastāṅguṣṭhāṅgulībhyāṃ
SS.1.13	SS.1.13.22	N	grouped-minor	nasal-anusvara	ṃ	ṅ	hā	gu	dakṣiṇahastāṃguṣṭhāṃgulībhyāṃ	dakṣiṇahastāṅguṣṭhāṅgulībhyāṃ
SS.1.13	SS.1.13.22	H	grouped-minor	nasal-anusvara	ṃ	ṅ	tā	gu	dakṣiṇahastāṃguṣṭhāṃgulībhyāṃ	dakṣiṇahastāṅguṣṭhāṅgulībhyāṃ
SS.1.13	SS.1.13.22	H	grouped-minor	nasal-anusvara	ṃ	ṅ	hā	gu	dakṣiṇahastāṃguṣṭhāṃgulībhyāṃ	dakṣiṇahastāṅguṣṭhāṅgulībhyāṃ
SS.1.13	SS.1.13.22	N	grouped-minor	gemination		j	rj	ay	anulomamārjayann ā	anulomamārjjayann ā
SS.1.13	SS.1.13.22	N	editorial-surface	deletion	t		ur	vā	durtvāntā	durvāntā
SS.1.13	SS.1.13.22.1	N	grouped-minor	nasal-anusvara	n	ṃ	ya		toyan	toyaṃ
SS.1.13	SS.1.13.22.1	H	grouped-minor	nasal-anusvara	n	ṃ	ya		toyan	toyaṃ
SS.1.13	SS.1.13.22.1	K	editorial-surface	nasal-anusvara		n	i	da	idamadaḥ	indramadaḥ
SS.1.13	SS.1.13.22.1	K	editorial-surface	insertion		r	id	am	idamadaḥ	indramadaḥ
SS.1.13	SS.1.13.22.1	N	editorial-surface	insertion		i		n 	n idramadaḥ	indramadaḥ
SS.1.13	SS.1.13.22.1	N	editorial-surface	deletion	 i		n	dr	n idramadaḥ	indramadaḥ
SS.1.13	SS.1.13.22.1	H	editorial-surface	other	p	m	ra	ad	indrapadaḥ	indramadaḥ
SS.1.13	SS.1.13.23	H	grouped-minor	nasal-anusvara	m	ṃ	ha		jalaukāmukham	jalaukāmukhaṃ
SS.1.13	SS.1.13.23.1	H	editorial-surface	punctuation	 ||		ra		bhavataś cātra ||	bhavataś cātra
SS.1.13	SS.1.13.24	N	grouped-minor	gemination		t	rt	um	kartum	karttum
SS.1.14	SS.1.14.3	H	grouped-minor	degemination	v		ur	vi	caturvvidhasyāhārasya	caturvidhasyāhārasya
SS.1.14	SS.1.14.3	H	grouped-minor	degemination	d		rd	hv	anupraviśyorddhvagā	anupraviśyordhvagā
SS.1.14	SS.1.14.3	H	grouped-minor	degemination	d		ar	dh	varddhayati	vardhayati
SS.1.14	SS.1.14.6	N	editorial-surface	other	o	āṃ	iy		striyo	striyāṃ
SS.1.14	SS.1.14.6	H	grouped-minor	degemination	d		rd	ha	dvādaśād varddhate	dvādaśād vardhate
SS.1.14	SS.1.14.9	H	editorial-surface	nasal-anusvara		n	va	ti	bhavati cātra || viśratā	bhavanti cātra || visratā
SS.1.14	SS.1.14.9	H	editorial-surface	sibilant	ś	s	vi	ra	bhavati cātra || viśratā	bhavanti cātra || visratā
SS.1.14	SS.1.14.9	K	grouped-minor	sibilant	ś	s	ṇā		pṛthivyādiguṇāś	pṛthivyādiguṇās
SS.1.14	SS.1.14.9	H	grouped-minor	punctuation	 		di	gu	pṛthivyādi guṇās	pṛthivyādiguṇās
SS.1.14	SS.1.14.12	N	grouped-minor	deletion	¦		hā	re	āhā¦reṇa	āhāreṇa
SS.1.14	SS.1.14.12	N	grouped-minor	nasal-anusvara	ṃ	n	ya	tr	suyaṃtritaḥ	suyantritaḥ
SS.1.14	SS.1.14.13	H	grouped-minor	degemination	g			ga	ggacchatīti	gacchatīti
SS.1.14	SS.1.14.14	N	grouped-minor	nasal-anusvara	n	ṃ	vi	śa	pañcavinśati	pañcaviṃśati
SS.1.14	SS.1.14.14	K	editorial-surface	other	m	ś	lā	at	kalāmatāni |	kalāśatāni
SS.1.14	SS.1.14.14	K	editorial-surface	punctuation	 |		ni		kalāmatāni |	kalāśatāni
SS.1.14	SS.1.14.14	N	editorial-surface	other	m	ś	lā	at	kalāmatāni |	kalāśatāni
SS.1.14	SS.1.14.14	N	editorial-surface	punctuation	 |		ni		kalāmatāni |	kalāśatāni
SS.1.14	SS.1.14.15	K	grouped-minor	nasal-anusvara	ṅ	ṃ	sa	kh	saṅkhyā hy	saṃkhyā hy
SS.1.14	SS.1.14.16	K	editorial-surface	punctuation	 		ci	jā	sa śabdārci jāla santānavad aṇunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	K	editorial-surface	punctuation	 		la	sa	sa śabdārci jāla santānavad aṇunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	N	editorial-surface	sibilant	s	ś	a 	ab	sa sabdācci jala santānavad aṇunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	N	editorial-surface	other	c	r	dā	ci	sa sabdācci jala santānavad aṇunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	N	editorial-surface	punctuation	 		ci	ja	sa sabdācci jala santānavad aṇunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	N	editorial-surface	vowel-length	a	ā	 j	la	sa sabdācci jala santānavad aṇunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	N	editorial-surface	punctuation	 		la	sa	sa sabdācci jala santānavad aṇunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	H	editorial-surface	degemination	c		rc	i 	sa śabdārcci jala santānavad anunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	H	editorial-surface	punctuation	 		ci	ja	sa śabdārcci jala santānavad anunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	H	editorial-surface	vowel-length	a	ā	 j	la	sa śabdārcci jala santānavad anunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	H	editorial-surface	punctuation	 		la	sa	sa śabdārcci jala santānavad anunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.16	H	editorial-surface	nasal-anusvara	n	ṇ	 a	un	sa śabdārcci jala santānavad anunā	sa śabdārcijālasantānavad aṇunā
SS.1.14	SS.1.14.18	K	grouped-minor	nasal-anusvara	ṃ	m	tā		satāṃ	satām
SS.1.14	SS.1.14.18	K	grouped-minor	punctuation	 		aḥ	pa	vayaḥ pariṇāmāc śukraprādurbhāvo	vayaḥpariṇāmāc chukraprādurbhāvo
SS.1.14	SS.1.14.18	K	grouped-minor	other	ś	ch	c 	uk	vayaḥ pariṇāmāc śukraprādurbhāvo	vayaḥpariṇāmāc chukraprādurbhāvo
SS.1.14	SS.1.14.19	N	grouped-minor	nasal-anusvara	m	ṃ	nā		'bhivṛddhānām	'bhivṛddhānāṃ
SS.1.14	SS.1.14.21	H	grouped-minor	nasal-anusvara	ṅ	ṃ	ṇa		aruṇaṅ	aruṇaṃ
SS.1.14	SS.1.14.21	K	grouped-minor	nasal-anusvara	ṃ	n	ṣa		paruṣaṃ	paruṣan
SS.1.14	SS.1.14.21	N	grouped-minor	nasal-anusvara	m	ṃ	ta		śītam	śītaṃ
SS.1.14	SS.1.14.21	K	editorial-surface	sibilant	ś	s	vi	rā	viśrāvi	visrāvi
SS.1.14	SS.1.14.21	N	editorial-surface	sibilant	ś	s	vi	rā	viśrāvi	visrāvi
SS.1.14	SS.1.14.21	H	editorial-surface	sibilant	ś	s	vi	rā	viśrāvi	visrāvi
SS.1.14	SS.1.14.21	K	grouped-minor	nasal-anusvara	ṃ	ñ	ha	 c	māṃsapeśīsamaprabhaṃ ca	māṃsapeśīsamaprabhañ ca
SS.1.14	SS.1.14.21	H	grouped-minor	nasal-anusvara	ṃ	ṅ	li	ga	dvidoṣaliṃgasaṃsṛṣṭaṃ	dvidoṣaliṅgasaṃsṛṣṭaṃ
SS.1.14	SS.1.14.26a	N	grouped-minor	punctuation	 		ya	ba	hṛdaya basti guda nābhi kakṣyavaṅkṣaṇākṣi kūṭapāṇi pādatalāṃś ca	hṛdayabastigudanābhikakṣyavaṅkṣaṇākṣikūṭapāṇipādatalāṃś ca
SS.1.14	SS.1.14.26a	N	grouped-minor	punctuation	 		ti	gu	hṛdaya basti guda nābhi kakṣyavaṅkṣaṇākṣi kūṭapāṇi pādatalāṃś ca	hṛdayabastigudanābhikakṣyavaṅkṣaṇākṣikūṭapāṇipādatalāṃś ca
SS.1.14	SS.1.14.26a	N	grouped-minor	punctuation	 		da	nā	hṛdaya basti guda nābhi kakṣyavaṅkṣaṇākṣi kūṭapāṇi pādatalāṃś ca	hṛdayabastigudanābhikakṣyavaṅkṣaṇākṣikūṭapāṇipādatalāṃś ca
SS.1.14	SS.1.14.26a	N	grouped-minor	punctuation	 		hi	ka	hṛdaya basti guda nābhi kakṣyavaṅkṣaṇākṣi kūṭapāṇi pādatalāṃś ca	hṛdayabastigudanābhikakṣyavaṅkṣaṇākṣikūṭapāṇipādatalāṃś ca
SS.1.14	SS.1.14.26a	N	grouped-minor	punctuation	 		ṣi	kū	hṛdaya basti guda nābhi kakṣyavaṅkṣaṇākṣi kūṭapāṇi pādatalāṃś ca	hṛdayabastigudanābhikakṣyavaṅkṣaṇākṣikūṭapāṇipādatalāṃś ca
SS.1.14	SS.1.14.26a	N	grouped-minor	punctuation	 		ṇi	pā	hṛdaya basti guda nābhi kakṣyavaṅkṣaṇākṣi kūṭapāṇi pādatalāṃś ca	hṛdayabastigudanābhikakṣyavaṅkṣaṇākṣikūṭapāṇipādatalāṃś ca
SS.1.14	SS.1.14.27	H	grouped-minor	degemination	v		ur	vi	durvviddhe	durviddhe
SS.1.14	SS.1.14.27	K	grouped-minor	nasal-anusvara	ṃ	n	ta	 n	skannatvāc choṇitaṃ na	skannatvāc choṇitan na
SS.1.14	SS.1.14.28	K	grouped-minor	punctuation	|| 			vā	|| vāta viṅ mūtrasaṃgeṣu	vātaviṇmūtrasaṃgeṣu
SS.1.14	SS.1.14.28	K	grouped-minor	punctuation	 		ta	vi	|| vāta viṅ mūtrasaṃgeṣu	vātaviṇmūtrasaṃgeṣu
SS.1.14	SS.1.14.28	K	grouped-minor	nasal-anusvara	ṅ 	ṇ	vi	mū	|| vāta viṅ mūtrasaṃgeṣu	vātaviṇmūtrasaṃgeṣu
SS.1.14	SS.1.14.28	K	grouped-minor	punctuation	 		ta	vi	vāta viṅ mūtrasaṃgeṣu	vātaviṇmūtrasaṃgeṣu
SS.1.14	SS.1.14.28	K	grouped-minor	nasal-anusvara	ṅ 	ṇ	vi	mū	vāta viṅ mūtrasaṃgeṣu	vātaviṇmūtrasaṃgeṣu
SS.1.14	SS.1.14.29	H	grouped-minor	nasal-anusvara	ṅ	ṃ	hi		vyādhivṛddhiṅ	vyādhivṛddhiṃ
SS.1.14	SS.1.14.30	N	grouped-minor	punctuation	 		kā	kā	hikkā kāsaṃ	hikkākāsaṃ
SS.1.14	SS.1.14.32	H	grouped-minor	nasal-anusvara	ṃ	m	va		evaṃ	evam
SS.1.14	SS.1.14.34	K	grouped-minor	punctuation	 |		ye		śoṇitajāś ca ye |	śoṇitajāś ca ye
SS.1.14	SS.1.14.35	H	grouped-minor	punctuation		 	aḥ	ku	elāśītaśivaḥkuṣṭhatagarapāṭhābhadradāruviḍaṃgacitrakatrikaṭukāgāradhūmaharidrārkāṅkuranaktamālaphalair	elāśītaśivaḥ kuṣṭhatagarapāṭhābhadradāruviḍaṃgacitrakatrikaṭukāgāradhūmaharidrārkkāṃkuranaktamālaphalair
SS.1.14	SS.1.14.35	H	grouped-minor	gemination		k	rk	āṅ	elāśītaśivaḥkuṣṭhatagarapāṭhābhadradāruviḍaṃgacitrakatrikaṭukāgāradhūmaharidrārkāṅkuranaktamālaphalair	elāśītaśivaḥ kuṣṭhatagarapāṭhābhadradāruviḍaṃgacitrakatrikaṭukāgāradhūmaharidrārkkāṃkuranaktamālaphalair
SS.1.14	SS.1.14.35	H	grouped-minor	nasal-anusvara	ṅ	ṃ	kā	ku	elāśītaśivaḥkuṣṭhatagarapāṭhābhadradāruviḍaṃgacitrakatrikaṭukāgāradhūmaharidrārkāṅkuranaktamālaphalair	elāśītaśivaḥ kuṣṭhatagarapāṭhābhadradāruviḍaṃgacitrakatrikaṭukāgāradhūmaharidrārkkāṃkuranaktamālaphalair
SS.1.14	SS.1.14.35	H	grouped-minor	degemination	v			vr	vvraṇamukham	vraṇamukham
SS.1.14	SS.1.14.35	N	editorial-surface	other	d	h	va	at	vadati ||	vahati
SS.1.14	SS.1.14.35	N	editorial-surface	punctuation	 ||		ti		vadati ||	vahati
SS.1.14	SS.1.14.36	K	grouped-minor	nasal-anusvara	ṃ	ṅ	śa	kh	lodhramadhukapriyaṅgupattāṅgagairikarasāñjanaśaṃkhaśuktiyavamāṣagodhūmasarjarasacūrṇṇair	lodhramadhukapriyaṅgupattāṅgagairikarasāñjanaśaṅkhaśuktiyavamāṣagodhūmasarjarasacūrṇṇair
SS.1.14	SS.1.14.36	H	grouped-minor	degemination	j		rj	ar	lodhramadhukapriyaṅgupattāṅgagairikarasāñjanaśaṅkhaśuktiyavamāṣagodhūmasarjjarasacūrṇṇair	lodhramadhukapriyaṅgupattāṅgagairikarasāñjanaśaṅkhaśuktiyavamāṣagodhūmasarjarasacūrṇṇair
SS.1.14	SS.1.14.36	K	editorial-surface	insertion		y	ṇṇ	āṅ	avacūrṇṇāṅgulyagreṇāvapīḍayet | sālasarjārjunārimedagranthidhavadhanvanatvagbhi vā	avacūrṇṇyāṅgulyagreṇāvapīḍayet | sālasarjarjunārimedagranthidhavadhanvanatvagbhir vā
SS.1.14	SS.1.14.36	K	editorial-surface	vowel-length	ā	a	rj	rj	avacūrṇṇāṅgulyagreṇāvapīḍayet | sālasarjārjunārimedagranthidhavadhanvanatvagbhi vā	avacūrṇṇyāṅgulyagreṇāvapīḍayet | sālasarjarjunārimedagranthidhavadhanvanatvagbhir vā
SS.1.14	SS.1.14.36	K	editorial-surface	insertion		r	hi	 v	avacūrṇṇāṅgulyagreṇāvapīḍayet | sālasarjārjunārimedagranthidhavadhanvanatvagbhi vā	avacūrṇṇyāṅgulyagreṇāvapīḍayet | sālasarjarjunārimedagranthidhavadhanvanatvagbhir vā
SS.1.14	SS.1.14.36	N	editorial-surface	insertion		y	ṇṇ	āṅ	avacūrṇṇāṅgulyagreṇāvapīḍayet || sālasarjarjunārimedagranthidhavadhanvanatvagbhir vā	avacūrṇṇyāṅgulyagreṇāvapīḍayet | sālasarjarjunārimedagranthidhavadhanvanatvagbhir vā
SS.1.14	SS.1.14.36	N	editorial-surface	punctuation	|		t 	| 	avacūrṇṇāṅgulyagreṇāvapīḍayet || sālasarjarjunārimedagranthidhavadhanvanatvagbhir vā	avacūrṇṇyāṅgulyagreṇāvapīḍayet | sālasarjarjunārimedagranthidhavadhanvanatvagbhir vā
SS.1.14	SS.1.14.36	H	grouped-minor	punctuation	 		va	dh	va dhyāsitena	vadhyāsitena
SS.1.14	SS.1.14.36	H	grouped-minor	degemination	b			ba	bbandhanadravyair	bandhanadravyair
SS.1.14	SS.1.14.36	N	grouped-minor	nasal-anusvara	ṅ	ṃ	ta		dahed yathoktaṅ	dahed yathoktaṃ
SS.1.14	SS.1.14.36	H	grouped-minor	nasal-anusvara	ṅ	ṃ	ta		dahed yathoktaṅ	dahed yathoktaṃ
SS.1.14	SS.1.14.36	N	grouped-minor	nasal-anusvara	m	ṃ	ha	 v	kākolyādikvātham vā	kākolyādikvāthaṃ vā
SS.1.14	SS.1.14.36	H	grouped-minor	degemination	k		ar	ka	śarkkarāmadhumadhuraṃ	śarkarāmadhumadhuraṃ
SS.1.14	SS.1.14.36	K	editorial-surface	other	c	y	pā	ay	pācayet | eṇahariṇor abhraṃ mahiṣaśaśavarāhāṃṇāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.36	K	editorial-surface	punctuation	 		or	ab	pācayet | eṇahariṇor abhraṃ mahiṣaśaśavarāhāṃṇāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.36	K	editorial-surface	punctuation	 		aṃ	ma	pācayet | eṇahariṇor abhraṃ mahiṣaśaśavarāhāṃṇāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.36	K	editorial-surface	nasal-anusvara	ṃ		hā	ṇā	pācayet | eṇahariṇor abhraṃ mahiṣaśaśavarāhāṃṇāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.36	N	editorial-surface	nasal-anusvara		ṃ	ra	ma	pāyayet | eṇahariṇorabhramahiṣaśaśavarāhānāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.36	N	editorial-surface	nasal-anusvara	n	ṇ	hā	āṃ	pāyayet | eṇahariṇorabhramahiṣaśaśavarāhānāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.36	H	editorial-surface	punctuation		 |	et	 e	pāyayet eṇahariṇorabhramahiṣaśaśavarāhāṇāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.36	H	editorial-surface	nasal-anusvara		ṃ	ra	ma	pāyayet eṇahariṇorabhramahiṣaśaśavarāhāṇāṃ vā	pāyayet | eṇahariṇorabhraṃmahiṣaśaśavarāhāṇāṃ vā
SS.1.14	SS.1.14.38	K	editorial-surface	punctuation	 		ad	am	īṣad amlair	īṣadamblair
SS.1.14	SS.1.14.38	K	editorial-surface	ba-va		b	am	la	īṣad amlair	īṣadamblair
SS.1.14	SS.1.14.38	N	editorial-surface	punctuation	 		ad	ab	īṣad ablair	īṣadamblair
SS.1.14	SS.1.14.38	N	editorial-surface	nasal-anusvara		m	 a	bl	īṣad ablair	īṣadamblair
SS.1.14	SS.1.14.38	N	editorial-surface	nasal-anusvara		m	na	bl	anablair vā	anamblair vā
SS.1.14	SS.1.14.40	H	grouped-minor	nasal-anusvara	ṃ	ṅ	sa	ko	saṃkocayet sirāṃ	saṅkocayet sirāṃ
SS.1.14	SS.1.14.41	K	grouped-minor	deletion	ḥ		ai	r	prayojayet | sandhānaiḥr	prayojayet | sandhānair
SS.1.14	SS.1.14.42	K	grouped-minor	punctuation	 |		iḥ		yathāvidhiḥ |	yathāvidhiḥ
SS.1.14	SS.1.14.42	N	grouped-minor	punctuation	 |		iḥ		yathāvidhiḥ |	yathāvidhiḥ
SS.1.14	SS.1.14.42	K	grouped-minor	punctuation	 		ha	pa	dāha parama	dāhaparama
SS.1.14	SS.1.14.42	N	grouped-minor	punctuation	 		ha	pa	dāha parama	dāhaparama
SS.1.16	SS.1.16.3	N	grouped-minor	punctuation		| 	t 	ta	vyadhayet tau	vyadhayet | tau
SS.1.16	SS.1.16.3	K	editorial-surface	other	ko 			ku	ko kumāram	kumāram
SS.1.16	SS.1.16.3	N	editorial-surface	nasal-anusvara		m	ra		kumāra	kumāram
SS.1.16	SS.1.16.3	H	editorial-surface	other		ram	mā		kumā	kumāram
SS.1.16	SS.1.16.3	K	grouped-minor	other	aḥ	o	ān		upaveśyābhisāntvayamānaḥ	upaveśyābhisāntvayamāno
SS.1.16	SS.1.16.3	K	grouped-minor	gemination		v	rv	an	vidhyet | pūrvan	vidhyet | pūrvvan
SS.1.16	SS.1.16.3	N	grouped-minor	gemination		v	rv	an	vidhyet | pūrvan	vidhyet | pūrvvan
SS.1.16	SS.1.16.4	H	grouped-minor	nasal-anusvara	ṃ	m	ga		taddeśaviddhaliṅgaṃ	taddeśaviddhaliṅgam
SS.1.16	SS.1.16.6	H	grouped-minor	punctuation	 		va	ma	yava madhuka mañjiṣṭhā gandharvva hasta mūlair	yavamadhukamañjiṣṭhāgandharvvahastamūlair
SS.1.16	SS.1.16.6	H	grouped-minor	punctuation	 		ka	ma	yava madhuka mañjiṣṭhā gandharvva hasta mūlair	yavamadhukamañjiṣṭhāgandharvvahastamūlair
SS.1.16	SS.1.16.6	H	grouped-minor	punctuation	 		hā	ga	yava madhuka mañjiṣṭhā gandharvva hasta mūlair	yavamadhukamañjiṣṭhāgandharvvahastamūlair
SS.1.16	SS.1.16.6	H	grouped-minor	punctuation	 		va	ha	yava madhuka mañjiṣṭhā gandharvva hasta mūlair	yavamadhukamañjiṣṭhāgandharvvahastamūlair
SS.1.16	SS.1.16.6	H	grouped-minor	punctuation	 		ta	mū	yava madhuka mañjiṣṭhā gandharvva hasta mūlair	yavamadhukamañjiṣṭhāgandharvvahastamūlair
SS.1.16	SS.1.16.6	N	grouped-minor	nasal-anusvara	ṃ	ñ	ha		ālepayet | surūḍhaṃ	ālepayet | surūḍhañ
SS.1.16	SS.1.16.6	N	grouped-minor	gemination		v		vi	vidhyet	vvidhyet
SS.1.16	SS.1.16.7	H	grouped-minor	nasal-anusvara	ṅ	ṃ	rī		sthūlatarīṅ	sthūlatarīṃ
SS.1.16	SS.1.16.8	N	editorial-surface	other	 	ghu	la	pr	la pravardhanakā	laghupravarddhanakam
SS.1.16	SS.1.16.8	N	editorial-surface	gemination		d	rd	ha	la pravardhanakā	laghupravarddhanakam
SS.1.16	SS.1.16.8	N	editorial-surface	other	ā	am	ak		la pravardhanakā	laghupravarddhanakam
SS.1.16	SS.1.16.8	H	editorial-surface	other	ā	am	ak		laghupravarddhanakā	laghupravarddhanakam
SS.1.16	SS.1.16.8	N	editorial-surface	other	mo 	ā		mu	mo muñcet |	āmuñcet
SS.1.16	SS.1.16.8	N	editorial-surface	punctuation	 |		et		mo muñcet |	āmuñcet
SS.1.16	SS.1.16.8	H	editorial-surface	nasal-anusvara	m			ā 	mā muṃcet |	āmuñcet
SS.1.16	SS.1.16.8	H	editorial-surface	punctuation	 		mā	mu	mā muṃcet |	āmuñcet
SS.1.16	SS.1.16.8	H	editorial-surface	nasal-anusvara	ṃ	ñ	mu	ce	mā muṃcet |	āmuñcet
SS.1.16	SS.1.16.8	H	editorial-surface	punctuation	 |		et		mā muṃcet |	āmuñcet
SS.1.16	SS.1.16.9	H	grouped-minor	nasal-anusvara	ṃ	m	ṇā		nṛṇāṃ	nṛṇām
SS.1.16	SS.1.16.10	N	grouped-minor	gemination		g		ga	gaṇḍakarṇṇakaḥ	ggaṇḍakarṇṇakaḥ
SS.1.16	SS.1.16.10	N	grouped-minor	avagraha		'		py	py	'py
SS.1.16	SS.1.16.10	H	grouped-minor	degemination	n			ni	nnirvvedhimaḥ	nirvvedhimaḥ
SS.1.16	SS.1.16.10	N	editorial-surface	other	v	p	ka	āp	cārddhakavāpasandhikaḥ |	cārddhakapāṭasandhikaḥ
SS.1.16	SS.1.16.10	N	editorial-surface	other	p	ṭ	vā	as	cārddhakavāpasandhikaḥ |	cārddhakapāṭasandhikaḥ
SS.1.16	SS.1.16.10	N	editorial-surface	punctuation	 |		aḥ		cārddhakavāpasandhikaḥ |	cārddhakapāṭasandhikaḥ
SS.1.16	SS.1.16.10	H	editorial-surface	other	v	c		ār	vārddhakavāṭasandhikaḥ |	cārddhakapāṭasandhikaḥ
SS.1.16	SS.1.16.10	H	editorial-surface	other	v	p	ka	āṭ	vārddhakavāṭasandhikaḥ |	cārddhakapāṭasandhikaḥ
SS.1.16	SS.1.16.10	H	editorial-surface	punctuation	 |		aḥ		vārddhakavāṭasandhikaḥ |	cārddhakapāṭasandhikaḥ
SS.1.16	SS.1.16.10	N	editorial-surface	ba-va	v	b		an	vandhyā	bandhyā
SS.1.16	SS.1.16.10	H	editorial-surface	ba-va	v	b		an	vandhyā	bandhyā
SS.1.16	SS.1.16.10	N	grouped-minor	nasal-anusvara	n	ṃ	mā	sa	granthitamānsaḥ	granthitamāṃsaḥ
SS.1.16	SS.1.16.10	H	grouped-minor	nasal-anusvara	n	ṃ	mā	sa	granthitamānsaḥ	granthitamāṃsaḥ
SS.1.16	SS.1.16.10	N	grouped-minor	visarga	ḥ	r	li		stabdhasirātatasūkṣmapāliḥ	stabdhasirātatasūkṣmapālir
SS.1.16	SS.1.16.10	H	grouped-minor	visarga	ḥ	r	li		stabdhasirātatasūkṣmapāliḥ	stabdhasirātatasūkṣmapālir
SS.1.16	SS.1.16.10	H	grouped-minor	nasal-anusvara	n	ṃ	mā	sa	nirmmānsasaṃkṣiptāgrālpaśoṇitapāliḥ	nirmmāṃsasaṃkṣiptāgrālpaśoṇitapāliḥ
SS.1.16	SS.1.16.10	N	editorial-surface	punctuation	 		ha	pā	dāha pāka srāva sopha yuktā na	dāhapākasrāvaśophayuktā na
SS.1.16	SS.1.16.10	N	editorial-surface	punctuation	 		ka	sr	dāha pāka srāva sopha yuktā na	dāhapākasrāvaśophayuktā na
SS.1.16	SS.1.16.10	N	editorial-surface	sibilant	 s	ś	va	op	dāha pāka srāva sopha yuktā na	dāhapākasrāvaśophayuktā na
SS.1.16	SS.1.16.10	N	editorial-surface	punctuation	 		ha	yu	dāha pāka srāva sopha yuktā na	dāhapākasrāvaśophayuktā na
SS.1.16	SS.1.16.10	H	editorial-surface	punctuation	 		ha	pā	dāha pāka śrāva śopha yuktā na	dāhapākasrāvaśophayuktā na
SS.1.16	SS.1.16.10	H	editorial-surface	sibilant	 ś	s	ka	rā	dāha pāka śrāva śopha yuktā na	dāhapākasrāvaśophayuktā na
SS.1.16	SS.1.16.10	H	editorial-surface	punctuation	 		va	śo	dāha pāka śrāva śopha yuktā na	dāhapākasrāvaśophayuktā na
